feature,importance
LRRK2,0.0
LRP6,0.0
LPL,0.0
LPAR1,0.0
LILRB4,0.0
LILRB3,0.0
LILRB2,0.0
LILRB1,0.0
MAPK8,0.0
MAPK14,0.0
MAPK13,0.0
MAPK11,0.0
MAPK1,0.0
UBE2I,0.0
CCR5,0.0
CCR1,0.0
CCNT2,0.0
CCNT1,0.0
CCNC,0.0
CCNB3,0.0
CCNB1,0.0
CCNA1,0.0
CCL5,0.0
CCL4/L1,0.0
NCR3,0.0
NCR1,0.0
NCF4,0.0
NAA50,0.0
MYSM1,0.0
MX2,0.0
MX1,0.0
MS4A4A,0.0
MS4A2,0.0
ATM,0.0
MRAS,0.0
MMP14,0.0
MCM7,0.0
MCM5,0.0
MBD3,0.0
MAPK9,0.0
NRAS,0.0
NR4A1,0.0
NPRL3,0.0
NOTCH2,0.0
NKG7,0.0
NFKBIE,0.0
NFKBIB,0.0
NFKBIA,0.0
NFKB2,0.0
NFKB1,0.0
NFE2L2,0.0
NFATC4,0.0
NFATC3,0.0
NFATC2,0.0
NFATC1,0.0
NFAT5,0.0
PDGFD,0.0
PDCD1LG2,0.0
PDCD1,0.0
PCTP,0.0
PBX3,0.0
PBX1,0.0
OSM,0.0
ORC4,0.0
ORC2,0.0
OAT,0.0
OAS3,0.0
OAS2,0.0
OAS1,0.0
NUP54,0.0
NT5E,0.0
NRL,0.0
PLCG1,0.0
PKN2,0.0
PIK3R3,0.0
PIK3R2,0.0
PIK3CD,0.0
PIK3CB,0.0
PIK3CA,0.0
PIK3AP1,0.0
PIAS2,0.0
PIAS1,0.0
PHC3,0.0
PECAM1,0.0
PDK4,0.0
PDHB,0.0
PDGFRB,0.0
PDGFRA,0.0
PPP3R1,0.0
PPP3CC,0.0
PPP3CA,0.0
PPP2R5E,0.0
PPP2R5C,0.0
PPP2R5B,0.0
PPP2R1B,0.0
PPP2R1A,0.0
PPP1CB,0.0
PPM1F,0.0
PPM1A,0.0
PPARGC1A,0.0
PPARG,0.0
PNOC,0.0
PLSCR1,0.0
PLCG2,0.0
PTGS2,0.0
PTGR1,0.0
PTGER4,0.0
PTAFR,0.0
PSME2,0.0
PSMD6,0.0
PSMC6,0.0
TRGV4,0.0
PSMA6,0.0
PSMA1,0.0
PRKDC,0.0
PRKCZ,0.0
PRKCB,0.0
PRKAA1,0.0
PRF1,0.0
PPT1,0.0
RARA,0.0
RAG1,0.0
RAC1,0.0
PYCR2,0.0
PYCR1,0.0
PVRIG,0.0
PTPRS,0.0
PTPRK,0.0
PTPRJ,0.0
PTPRC,0.0
PTPN7,0.0
PTPN22,0.0
PTPN2,0.0
PTPN18,0.0
PTPN11,0.0
PTK2B,0.0
BST2,0.0
BRWD1,0.0
BPI,0.0
BMP8A/B,0.0
TRGV2,0.0
BID,0.0
ROCK1,0.0
RICTOR,0.0
RGS2,0.0
RGS16,0.0
RELA,0.0
RBX1,0.0
RBL2,0.0
RASGRP3,0.0
RASGRP1,0.0
RARB,0.0
SCP2,0.0
S1PR1,0.0
S100A12,0.0
